"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Test that delete a booking returns status 201","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that a booking field can be updated","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that a booking field can be updated","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that a booking field can be updated","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that a new booking is available in the list of all existing bookings","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that a specific booking contains all data specified during its creation","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that a booking field can be updated","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that a booking response has expected structure (fields and types)","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that a booking field can be updated","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that get_all_booking_ids returns status 200","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","Tests for Restful-Booker","",""
"","0","Test that get_all_booking_ids returns more than zero bookings","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that updating without auth token returns 403","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that get_all_booking_ids returns a list of objects with bookingid","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that create_new_booking returns status 200","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that a booking field can be updated","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that getting a non-existent booking returns 404","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
"","0","Test that once booking is deleted it is not available in the list of all bookings","tests","Tue Apr 21 19:58:06 UTC 2026","failed","Tue Apr 21 19:58:06 UTC 2026","TestBooking","test_booking","",""
