"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","293","Test that once booking is deleted it is not available in the list of all bookings","tests","Sun Mar 01 20:16:47 UTC 2026","passed","Sun Mar 01 20:16:47 UTC 2026","TestBooking","test_booking","",""
"","173","Test that delete a booking returns status 201","tests","Sun Mar 01 20:16:46 UTC 2026","passed","Sun Mar 01 20:16:47 UTC 2026","TestBooking","test_booking","",""
"","176","Test that a specific booking contains all data specified during its creation","tests","Sun Mar 01 20:16:46 UTC 2026","passed","Sun Mar 01 20:16:46 UTC 2026","TestBooking","test_booking","",""
"","115","Test that create_new_booking returns status 200","tests","Sun Mar 01 20:16:45 UTC 2026","passed","Sun Mar 01 20:16:45 UTC 2026","TestBooking","test_booking","",""
"","229","Test that a new booking is available in the list of all existing bookings","tests","Sun Mar 01 20:16:45 UTC 2026","passed","Sun Mar 01 20:16:46 UTC 2026","TestBooking","test_booking","",""
"","156","Test that get_all_booking_ids returns more than zero bookings","tests","Sun Mar 01 20:16:45 UTC 2026","passed","Sun Mar 01 20:16:45 UTC 2026","TestBooking","test_booking","",""
"","134","Test that get_all_booking_ids returns status 200","tests","Sun Mar 01 20:16:45 UTC 2026","passed","Sun Mar 01 20:16:45 UTC 2026","TestBooking","Tests for Restful-Booker","",""
"","200","Test that a first name can be updated","tests","Sun Mar 01 20:16:46 UTC 2026","passed","Sun Mar 01 20:16:46 UTC 2026","TestBooking","test_booking","",""
